master_name,duplicate_name,new_booth_num,duplicate_booth_num,name_jw_score,name_lv_score,booth_score,average_score
AJAB,6,313.5,71.0,0.0,0.0,0.0,0.0
AJANIYA,6,294.0,71.0,0.0,0.0,0.0,0.0
AJANIYA,AJAB,294.0,313.5,0.80833,0.42857,0.00053,0.41
AKAUNA,6,109.5,71.0,0.0,0.0,0.0,0.0
AKAUNA,AJAB,109.5,313.5,0.61111,0.33333,0.0,0.31
AKAUNA,AJANIYA,109.5,294.0,0.77143,0.42857,0.0,0.4
ALAMPUR,6,57.0,71.0,0.0,0.0,0.03492,0.01
ALAMPUR,AJAB,57.0,313.5,0.59524,0.28571,0.0,0.29
ALAMPUR,AJANIYA,57.0,294.0,0.52381,0.28571,0.0,0.27
ALAMPUR,AKAUNA,57.0,109.5,0.64286,0.28571,0.0,0.31
AURANGABAD,6,178.32075,71.0,0.0,0.0,0.0,0.0
AURANGABAD,AJAB,178.32075,313.5,0.68333,0.3,0.0,0.33
AURANGABAD,AJANIYA,178.32075,294.0,0.65714,0.4,0.0,0.35
AURANGABAD,AKAUNA,178.32075,109.5,0.74,0.3,0.0,0.35
AURANGABAD,ALAMPUR,178.32075,57.0,0.57381,0.2,0.0,0.26
AWAN,6,34.0,71.0,0.0,0.0,0.0,0.0
AWAN,AJAB,34.0,313.5,0.66667,0.5,0.0,0.39
AWAN,AJANIYA,34.0,294.0,0.75357,0.42857,0.0,0.39
AWAN,AKAUNA,34.0,109.5,0.775,0.5,0.0,0.42
AWAN,ALAMPUR,34.0,57.0,0.59524,0.28571,2e-05,0.29
AWAN,AURANGABAD,34.0,178.32075,0.68333,0.3,0.0,0.33
BABHANADI,6,24.0,71.0,0.0,0.0,0.0,0.0
BABHANADI,AJAB,24.0,313.5,0.58333,0.22222,0.0,0.27
BABHANADI,AJANIYA,24.0,294.0,0.67196,0.33333,0.0,0.34
BABHANADI,AKAUNA,24.0,109.5,0.7037,0.33333,0.0,0.35
BABHANADI,ALAMPUR,24.0,57.0,0.50265,0.22222,0.0,0.24
BABHANADI,AURANGABAD,24.0,178.32075,0.68519,0.3,0.0,0.33
BABHANADI,AWAN,24.0,34.0,0.69444,0.33333,0.25703,0.43
BADAVA,6,39.0,71.0,0.0,0.0,0.0,0.0
BADAVA,AJAB,39.0,313.5,0.61111,0.33333,0.0,0.31
BADAVA,AJANIYA,39.0,294.0,0.64286,0.28571,0.0,0.31
BADAVA,AKAUNA,39.0,109.5,0.66667,0.33333,0.0,0.33
BADAVA,ALAMPUR,39.0,57.0,0.53968,0.14286,0.00195,0.23
BADAVA,AURANGABAD,39.0,178.32075,0.6,0.3,0.0,0.3
BADAVA,AWAN,39.0,34.0,0.61111,0.33333,0.89503,0.61
BADAVA,BABHANADI,39.0,24.0,0.76296,0.44444,0.01845,0.41
BADWA,6,40.0,71.0,0.0,0.0,0.0,0.0
BADWA,AJAB,40.0,313.5,0.48333,0.2,0.0,0.23
BADWA,AJANIYA,40.0,294.0,0.5619,0.28571,0.0,0.28
BADWA,AKAUNA,40.0,109.5,0.57778,0.33333,0.0,0.3
BADWA,ALAMPUR,40.0,57.0,0.5619,0.14286,0.00436,0.24
BADWA,AURANGABAD,40.0,178.32075,0.53333,0.2,0.0,0.24
BADWA,AWAN,40.0,34.0,0.48333,0.4,0.77916,0.55
BADWA,BABHANADI,40.0,24.0,0.64444,0.33333,0.00923,0.33
BADWA,BADAVA,40.0,39.0,0.87556,0.66667,1.0,0.85
BAGAIYA,6,69.0,71.0,0.0,0.0,1.0,0.33
BAGAIYA,AJAB,69.0,313.5,0.59524,0.28571,0.0,0.29
BAGAIYA,AJANIYA,69.0,294.0,0.80952,0.57143,0.0,0.46
BAGAIYA,AKAUNA,69.0,109.5,0.64286,0.42857,0.0,0.36
BAGAIYA,ALAMPUR,69.0,57.0,0.52381,0.14286,0.10584,0.26
BAGAIYA,AURANGABAD,69.0,178.32075,0.57381,0.3,0.0,0.29
BAGAIYA,AWAN,69.0,34.0,0.59524,0.28571,0.0,0.29
BAGAIYA,BABHANADI,69.0,24.0,0.67196,0.33333,0.0,0.34
BAGAIYA,BADAVA,69.0,39.0,0.79683,0.57143,0.0,0.46
BAGAIYA,BADWA,69.0,40.0,0.67619,0.42857,0.0,0.37
BAGHOI,6,73.0,71.0,0.0,0.0,1.0,0.33
BAGHOI,AJAB,73.0,313.5,0.47222,0.16667,0.0,0.21
BAGHOI,AJANIYA,73.0,294.0,0.53968,0.14286,0.0,0.23
BAGHOI,AKAUNA,73.0,109.5,0.44444,0.0,0.0,0.15
BAGHOI,ALAMPUR,73.0,57.0,0.43651,0.14286,0.00923,0.2
BAGHOI,AURANGABAD,73.0,178.32075,0.51111,0.2,0.0,0.24
BAGHOI,AWAN,73.0,34.0,0.47222,0.16667,0.0,0.21
BAGHOI,BABHANADI,73.0,24.0,0.76296,0.44444,0.0,0.4
BAGHOI,BADAVA,73.0,39.0,0.55556,0.33333,0.0,0.3
BAGHOI,BADWA,73.0,40.0,0.57778,0.33333,0.0,0.3
BAGHOI,BAGAIYA,73.0,69.0,0.82222,0.42857,0.97265,0.74
BAGHOIKALA,6,72.0,71.0,0.0,0.0,1.0,0.33
BAGHOIKALA,AJAB,72.0,313.5,0.4,0.2,0.0,0.2
BAGHOIKALA,AJANIYA,72.0,294.0,0.57619,0.3,0.0,0.29
BAGHOIKALA,AKAUNA,72.0,109.5,0.51111,0.3,0.0,0.27
BAGHOIKALA,ALAMPUR,72.0,57.0,0.41429,0.1,0.01845,0.18
BAGHOIKALA,AURANGABAD,72.0,178.32075,0.51667,0.2,0.0,0.24
BAGHOIKALA,AWAN,72.0,34.0,0.45,0.2,0.0,0.22
BAGHOIKALA,BABHANADI,72.0,24.0,0.76,0.4,0.0,0.39
BAGHOIKALA,BADAVA,72.0,39.0,0.68889,0.4,0.0,0.36
BAGHOIKALA,BADWA,72.0,40.0,0.63333,0.3,0.0,0.31
BAGHOIKALA,BAGAIYA,72.0,69.0,0.83444,0.5,1.0,0.78
BAGHOIKALA,BAGHOI,72.0,73.0,0.92,0.6,1.0,0.84
BAHUAARA,6,128.0,71.0,0.0,0.0,0.0,0.0
BAHUAARA,AJAB,128.0,313.5,0.59722,0.25,0.0,0.28
BAHUAARA,AJANIYA,128.0,294.0,0.60119,0.25,0.0,0.28
BAHUAARA,AKAUNA,128.0,109.5,0.63889,0.375,0.00128,0.34
BAHUAARA,ALAMPUR,128.0,57.0,0.60714,0.125,0.0,0.24
BAHUAARA,AURANGABAD,128.0,178.32075,0.72778,0.3,0.0,0.34
BAHUAARA,AWAN,128.0,34.0,0.58333,0.25,0.0,0.28
BAHUAARA,BABHANADI,128.0,24.0,0.78148,0.44444,0.0,0.41
BAHUAARA,BADAVA,128.0,39.0,0.77778,0.5,0.0,0.43
BAHUAARA,BADWA,128.0,40.0,0.65833,0.375,0.0,0.34
BAHUAARA,BAGAIYA,128.0,69.0,0.69048,0.5,0.0,0.4
BAHUAARA,BAGHOI,128.0,73.0,0.625,0.25,0.0,0.29
BAHUAARA,BAGHOIKALA,128.0,72.0,0.76667,0.5,0.0,0.42
BAHUARA,6,210.0,71.0,0.0,0.0,0.0,0.0
BAHUARA,AJAB,210.0,313.5,0.59524,0.28571,0.0,0.29
BAHUARA,AJANIYA,210.0,294.0,0.61905,0.14286,0.0,0.25
BAHUARA,AKAUNA,210.0,109.5,0.6627,0.28571,0.0,0.32
BAHUARA,ALAMPUR,210.0,57.0,0.63095,0.14286,0.0,0.26
BAHUARA,AURANGABAD,210.0,178.32075,0.67143,0.3,0.0,0.32
BAHUARA,AWAN,210.0,34.0,0.59524,0.28571,0.0,0.29
BAHUARA,BABHANADI,210.0,24.0,0.80529,0.44444,0.0,0.42
BAHUARA,BADAVA,210.0,39.0,0.79683,0.57143,0.0,0.46
BAHUARA,BADWA,210.0,40.0,0.67619,0.42857,0.0,0.37
BAHUARA,BAGAIYA,210.0,69.0,0.77143,0.42857,0.0,0.4
BAHUARA,BAGHOI,210.0,73.0,0.64286,0.28571,0.0,0.31
BAHUARA,BAGHOIKALA,210.0,72.0,0.79048,0.5,0.0,0.43
BAHUARA,BAHUAARA,210.0,128.0,0.94643,0.875,0.0,0.61
BAJAR,6,280.0,71.0,0.0,0.0,0.0,0.0
BAJAR,AJAB,280.0,313.5,0.78333,0.6,0.0,0.46
BAJAR,AJANIYA,280.0,294.0,0.67619,0.28571,0.03492,0.33
BAJAR,AKAUNA,280.0,109.5,0.57778,0.16667,0.0,0.25
BAJAR,ALAMPUR,280.0,57.0,0.67619,0.28571,0.0,0.32
BAJAR,AURANGABAD,280.0,178.32075,0.52222,0.2,0.0,0.24
BAJAR,AWAN,280.0,34.0,0.63333,0.4,0.0,0.34
BAJAR,BABHANADI,280.0,24.0,0.64444,0.33333,0.0,0.33
BAJAR,BADAVA,280.0,39.0,0.76,0.5,0.0,0.42
BAJAR,BADWA,280.0,40.0,0.78667,0.4,0.0,0.4
BAJAR,BAGAIYA,280.0,69.0,0.67619,0.42857,0.0,0.37
BAJAR,BAGHOI,280.0,73.0,0.57778,0.33333,0.0,0.3
BAJAR,BAGHOIKALA,280.0,72.0,0.63333,0.3,0.0,0.31
BAJAR,BAHUAARA,280.0,128.0,0.81333,0.5,0.0,0.44
BAJAR,BAHUARA,280.0,210.0,0.83238,0.57143,0.0,0.47
BAJITAPUR,6,115.0,71.0,0.0,0.0,0.0,0.0
BAJITAPUR,AJAB,115.0,313.5,0.64815,0.33333,0.0,0.33
BAJITAPUR,AJANIYA,115.0,294.0,0.58862,0.22222,0.0,0.27
BAJITAPUR,AKAUNA,115.0,109.5,0.51852,0.22222,0.8409,0.53
BAJITAPUR,ALAMPUR,115.0,57.0,0.75661,0.44444,0.0,0.4
BAJITAPUR,AURANGABAD,115.0,178.32075,0.47407,0.1,0.0,0.19
BAJITAPUR,AWAN,115.0,34.0,0.57407,0.22222,0.0,0.27
BAJITAPUR,BABHANADI,115.0,24.0,0.55556,0.22222,0.0,0.26
BAJITAPUR,BADAVA,115.0,39.0,0.61111,0.33333,0.0,0.31
BAJITAPUR,BADWA,115.0,40.0,0.64444,0.33333,0.0,0.33
BAJITAPUR,BAGAIYA,115.0,69.0,0.58862,0.33333,0.0,0.31
BAJITAPUR,BAGHOI,115.0,73.0,0.61111,0.22222,0.0,0.28
BAJITAPUR,BAGHOIKALA,115.0,72.0,0.61481,0.3,0.0,0.3
BAJITAPUR,BAHUAARA,115.0,128.0,0.64815,0.33333,0.0625,0.35
BAJITAPUR,BAHUARA,115.0,210.0,0.67196,0.33333,0.0,0.34
BAJITAPUR,BAJAR,115.0,280.0,0.8237,0.55556,0.0,0.46
BAKAN,6,63.0,71.0,0.0,0.0,0.5,0.17
BAKAN,AJAB,63.0,313.5,0.63333,0.4,0.0,0.34
BAKAN,AJANIYA,63.0,294.0,0.67619,0.28571,0.0,0.32
BAKAN,AKAUNA,63.0,109.5,0.82222,0.5,0.0,0.44
BAKAN,ALAMPUR,63.0,57.0,0.5619,0.14286,0.77916,0.49
BAKAN,AURANGABAD,63.0,178.32075,0.63333,0.2,0.0,0.28
BAKAN,AWAN,63.0,34.0,0.78333,0.6,0.0,0.46
BAKAN,BABHANADI,63.0,24.0,0.79852,0.44444,0.0,0.41
BAKAN,BADAVA,63.0,39.0,0.76,0.5,0.0,0.42
BAKAN,BADWA,63.0,40.0,0.78667,0.4,2e-05,0.4
BAKAN,BAGAIYA,63.0,69.0,0.67619,0.42857,0.77916,0.63
BAKAN,BAGHOI,63.0,73.0,0.57778,0.33333,0.25703,0.39
BAKAN,BAGHOIKALA,63.0,72.0,0.78667,0.4,0.36857,0.52
BAKAN,BAHUAARA,63.0,128.0,0.65833,0.375,0.0,0.34
BAKAN,BAHUARA,63.0,210.0,0.67619,0.42857,0.0,0.37
BAKAN,BAJAR,63.0,280.0,0.78667,0.6,0.0,0.46
BAKAN,BAJITAPUR,63.0,115.0,0.64444,0.33333,0.0,0.33
BALAKARAMA,6,231.0,71.0,0.0,0.0,0.0,0.0
BALAKARAMA,AJAB,231.0,313.5,0.57222,0.2,0.0,0.26
BALAKARAMA,AJANIYA,231.0,294.0,0.57619,0.3,0.0,0.29
BALAKARAMA,AKAUNA,231.0,109.5,0.60556,0.4,0.0,0.34
BALAKARAMA,ALAMPUR,231.0,57.0,0.65714,0.3,0.0,0.32
BALAKARAMA,AURANGABAD,231.0,178.32075,0.6,0.2,0.0,0.27
BALAKARAMA,AWAN,231.0,34.0,0.56667,0.2,0.0,0.26
BALAKARAMA,BABHANADI,231.0,24.0,0.61481,0.4,0.0,0.34
BALAKARAMA,BADAVA,231.0,39.0,0.68889,0.4,0.0,0.36
BALAKARAMA,BADWA,231.0,40.0,0.63333,0.3,0.0,0.31
BALAKARAMA,BAGAIYA,231.0,69.0,0.65714,0.4,0.0,0.35
BALAKARAMA,BAGHOI,231.0,73.0,0.51111,0.2,0.0,0.24
BALAKARAMA,BAGHOIKALA,231.0,72.0,0.6,0.4,0.0,0.33
BALAKARAMA,BAHUAARA,231.0,128.0,0.82667,0.5,0.0,0.44
BALAKARAMA,BAHUARA,231.0,210.0,0.67143,0.5,0.00013,0.39
BALAKARAMA,BAJAR,231.0,280.0,0.78667,0.4,0.0,0.4
BALAKARAMA,BAJITAPUR,231.0,115.0,0.61481,0.3,0.0,0.3
BALAKARAMA,BAKAN,231.0,63.0,0.65,0.4,0.0,0.35
BALAPOKHAR,6,262.5,71.0,0.0,0.0,0.0,0.0
BALAPOKHAR,AJAB,262.5,313.5,0.57222,0.2,0.0,0.26
BALAPOKHAR,AJANIYA,262.5,294.0,0.57619,0.3,0.0,0.29
BALAPOKHAR,AKAUNA,262.5,109.5,0.6,0.3,0.0,0.3
BALAPOKHAR,ALAMPUR,262.5,57.0,0.7381,0.4,0.0,0.38
BALAPOKHAR,AURANGABAD,262.5,178.32075,0.53333,0.2,0.0,0.24
BALAPOKHAR,AWAN,262.5,34.0,0.56667,0.2,0.0,0.26
BALAPOKHAR,BABHANADI,262.5,24.0,0.61852,0.2,0.0,0.27
BALAPOKHAR,BADAVA,262.5,39.0,0.68889,0.4,0.0,0.36
BALAPOKHAR,BADWA,262.5,40.0,0.63333,0.3,0.0,0.31
BALAPOKHAR,BAGAIYA,262.5,69.0,0.65714,0.4,0.0,0.35
BALAPOKHAR,BAGHOI,262.5,73.0,0.60556,0.3,0.0,0.3
BALAPOKHAR,BAGHOIKALA,262.5,72.0,0.8019,0.3,0.0,0.37
BALAPOKHAR,BAHUAARA,262.5,128.0,0.76667,0.3,0.0,0.36
BALAPOKHAR,BAHUARA,262.5,210.0,0.67143,0.3,0.0,0.32
BALAPOKHAR,BAJAR,262.5,280.0,0.63333,0.4,0.00294,0.35
BALAPOKHAR,BAJITAPUR,262.5,115.0,0.68519,0.3,0.0,0.33
BALAPOKHAR,BAKAN,262.5,63.0,0.65,0.4,0.0,0.35
BALAPOKHAR,BALAKARAMA,262.5,231.0,0.88,0.4,0.0,0.43
BANAHI,6,44.0,71.0,0.0,0.0,0.0,0.0
BANAHI,AJAB,44.0,313.5,0.61111,0.33333,0.0,0.31
BANAHI,AJANIYA,44.0,294.0,0.6627,0.28571,0.0,0.32
BANAHI,AKAUNA,44.0,109.5,0.55556,0.16667,0.0,0.24
BANAHI,ALAMPUR,44.0,57.0,0.53968,0.14286,0.0625,0.25
BANAHI,AURANGABAD,44.0,178.32075,0.48889,0.3,0.0,0.26
BANAHI,AWAN,44.0,34.0,0.63889,0.33333,0.25703,0.41
BANAHI,BABHANADI,44.0,24.0,0.86667,0.55556,0.00033,0.47
BANAHI,BADAVA,44.0,39.0,0.66667,0.5,0.89503,0.69
BANAHI,BADWA,44.0,40.0,0.76,0.33333,0.97265,0.69
BANAHI,BAGAIYA,44.0,69.0,0.79683,0.42857,0.0,0.41
BANAHI,BAGHOI,44.0,73.0,0.82222,0.5,0.0,0.44
BANAHI,BAGHOIKALA,44.0,72.0,0.76889,0.3,0.0,0.36
BANAHI,BAHUAARA,44.0,128.0,0.63889,0.375,0.0,0.34
BANAHI,BAHUARA,44.0,210.0,0.6627,0.42857,0.0,0.36
BANAHI,BAJAR,44.0,280.0,0.76,0.5,0.0,0.42
BANAHI,BAJITAPUR,44.0,115.0,0.62037,0.33333,0.0,0.32
BANAHI,BAKAN,44.0,63.0,0.79111,0.5,0.00083,0.43
BANAHI,BALAKARAMA,44.0,231.0,0.6,0.3,0.0,0.3
BANAHI,BALAPOKHAR,44.0,262.5,0.68889,0.4,0.0,0.36
BARAI,6,308.5,71.0,0.0,0.0,0.0,0.0
BARAI,AJAB,308.5,313.5,0.63333,0.4,0.89503,0.64
BARAI,AJANIYA,308.5,294.0,0.67619,0.28571,0.02556,0.33
BARAI,AKAUNA,308.5,109.5,0.57778,0.16667,0.0,0.25
BARAI,ALAMPUR,308.5,57.0,0.5619,0.14286,0.0,0.23
BARAI,AURANGABAD,308.5,178.32075,0.63333,0.2,0.0,0.28
BARAI,AWAN,308.5,34.0,0.63333,0.4,0.0,0.34
BARAI,BABHANADI,308.5,24.0,0.64444,0.44444,0.0,0.36
BARAI,BADAVA,308.5,39.0,0.76,0.5,0.0,0.42
BARAI,BADWA,308.5,40.0,0.78667,0.4,0.0,0.4
BARAI,BAGAIYA,308.5,69.0,0.83238,0.57143,0.0,0.47
BARAI,BAGHOI,308.5,73.0,0.76,0.5,0.0,0.42
BARAI,BAGHOIKALA,308.5,72.0,0.65,0.3,0.0,0.32
BARAI,BAHUAARA,308.5,128.0,0.65833,0.375,0.0,0.34
BARAI,BAHUARA,308.5,210.0,0.67619,0.42857,0.0,0.37
BARAI,BAJAR,308.5,280.0,0.78667,0.6,0.0,0.46
BARAI,BAJITAPUR,308.5,115.0,0.66481,0.33333,0.0,0.33
BARAI,BAKAN,308.5,63.0,0.78667,0.6,0.0,0.46
BARAI,BALAKARAMA,308.5,231.0,0.65,0.4,0.0,0.35
BARAI,BALAPOKHAR,308.5,262.5,0.63333,0.3,0.0,0.31
BARAI,BANAHI,308.5,44.0,0.85778,0.66667,0.0,0.51
BARATAPUR,6,136.0,71.0,0.0,0.0,0.0,0.0
BARATAPUR,AJAB,136.0,313.5,0.58333,0.22222,0.0,0.27
BARATAPUR,AJANIYA,136.0,294.0,0.5873,0.22222,0.0,0.27
BARATAPUR,AKAUNA,136.0,109.5,0.61111,0.22222,0.0,0.28
BARATAPUR,ALAMPUR,136.0,57.0,0.75661,0.55556,0.0,0.44
BARATAPUR,AURANGABAD,136.0,178.32075,0.61481,0.3,0.0,0.3
BARATAPUR,AWAN,136.0,34.0,0.57407,0.22222,0.0,0.27
BARATAPUR,BABHANADI,136.0,24.0,0.62963,0.33333,0.0,0.32
BARATAPUR,BADAVA,136.0,39.0,0.76296,0.44444,0.0,0.4
BARATAPUR,BADWA,136.0,40.0,0.64444,0.33333,0.0,0.33
BARATAPUR,BAGAIYA,136.0,69.0,0.67196,0.33333,0.0,0.34
BARATAPUR,BAGHOI,136.0,73.0,0.51852,0.22222,0.0,0.25
BARATAPUR,BAGHOIKALA,136.0,72.0,0.61481,0.2,0.0,0.27
BARATAPUR,BAHUAARA,136.0,128.0,0.78148,0.33333,0.5,0.54
BARATAPUR,BAHUARA,136.0,210.0,0.68995,0.33333,0.0,0.34
BARATAPUR,BAJAR,136.0,280.0,0.66481,0.44444,0.0,0.37
BARATAPUR,BAJITAPUR,136.0,115.0,0.84339,0.77778,0.00013,0.54
BARATAPUR,BAKAN,136.0,63.0,0.64444,0.33333,0.0,0.33
BARATAPUR,BALAKARAMA,136.0,231.0,0.61852,0.4,0.0,0.34
BARATAPUR,BALAPOKHAR,136.0,262.5,0.76,0.4,0.0,0.39
BARATAPUR,BANAHI,136.0,44.0,0.61111,0.33333,0.0,0.31
BARATAPUR,BARAI,136.0,308.5,0.84889,0.44444,0.0,0.43
BASADIHA,6,246.0,71.0,0.0,0.0,0.0,0.0
BASADIHA,AJAB,246.0,313.5,0.59722,0.25,0.0,0.28
BASADIHA,AJANIYA,246.0,294.0,0.69048,0.5,0.0,0.4
BASADIHA,AKAUNA,246.0,109.5,0.625,0.375,0.0,0.33
BASADIHA,ALAMPUR,246.0,57.0,0.5119,0.25,0.0,0.25
BASADIHA,AURANGABAD,246.0,178.32075,0.55833,0.2,0.0,0.25
BASADIHA,AWAN,246.0,34.0,0.58333,0.25,0.0,0.28
BASADIHA,BABHANADI,246.0,24.0,0.83122,0.33333,0.0,0.39
BASADIHA,BADAVA,246.0,39.0,0.80222,0.5,0.0,0.43
BASADIHA,BADWA,246.0,40.0,0.68333,0.5,0.0,0.39
BASADIHA,BAGAIYA,246.0,69.0,0.82381,0.625,0.0,0.48
BASADIHA,BAGHOI,246.0,73.0,0.63889,0.375,0.0,0.34
BASADIHA,BAGHOIKALA,246.0,72.0,0.78222,0.4,0.0,0.39
BASADIHA,BAHUAARA,246.0,128.0,0.66667,0.375,0.0,0.35
BASADIHA,BAHUARA,246.0,210.0,0.69048,0.375,0.0,0.36
BASADIHA,BAJAR,246.0,280.0,0.65833,0.375,0.0,0.34
BASADIHA,BAJITAPUR,246.0,115.0,0.56481,0.22222,0.0,0.26
BASADIHA,BAKAN,246.0,63.0,0.65833,0.375,0.0,0.34
BASADIHA,BALAKARAMA,246.0,231.0,0.63333,0.4,0.01845,0.35
BASADIHA,BALAPOKHAR,246.0,262.5,0.76667,0.5,0.00639,0.42
BASADIHA,BANAHI,246.0,44.0,0.80222,0.5,0.0,0.43
BASADIHA,BARAI,246.0,308.5,0.81333,0.5,0.0,0.44
BASADIHA,BARATAPUR,246.0,136.0,0.64815,0.33333,0.0,0.33
BATAVA,6,29.0,71.0,0.0,0.0,0.0,0.0
BATAVA,AJAB,29.0,313.5,0.61111,0.33333,0.0,0.31
BATAVA,AJANIYA,29.0,294.0,0.64286,0.28571,0.0,0.31
BATAVA,AKAUNA,29.0,109.5,0.66667,0.33333,0.0,0.33
BATAVA,ALAMPUR,29.0,57.0,0.53968,0.14286,0.0,0.23
BATAVA,AURANGABAD,29.0,178.32075,0.6,0.3,0.0,0.3
BATAVA,AWAN,29.0,34.0,0.61111,0.33333,0.89503,0.61
BATAVA,BABHANADI,29.0,24.0,0.76296,0.44444,0.89503,0.7
BATAVA,BADAVA,29.0,39.0,0.91111,0.83333,0.25703,0.67
BATAVA,BADWA,29.0,40.0,0.76,0.5,0.16958,0.48
BATAVA,BAGAIYA,29.0,69.0,0.79683,0.57143,0.0,0.46
BATAVA,BAGHOI,29.0,73.0,0.55556,0.33333,0.0,0.3
BATAVA,BAGHOIKALA,29.0,72.0,0.68889,0.4,0.0,0.36
BATAVA,BAHUAARA,29.0,128.0,0.77778,0.5,0.0,0.43
BATAVA,BAHUARA,29.0,210.0,0.79683,0.57143,0.0,0.46
BATAVA,BAJAR,29.0,280.0,0.76,0.5,0.0,0.42
BATAVA,BAJITAPUR,29.0,115.0,0.76296,0.44444,0.0,0.4
BATAVA,BAKAN,29.0,63.0,0.76,0.5,0.0,0.42
BATAVA,BALAKARAMA,29.0,231.0,0.68889,0.4,0.0,0.36
BATAVA,BALAPOKHAR,29.0,262.5,0.68889,0.4,0.0,0.36
BATAVA,BANAHI,29.0,44.0,0.66667,0.5,0.01845,0.4
BATAVA,BARAI,29.0,308.5,0.76,0.5,0.0,0.42
BATAVA,BARATAPUR,29.0,136.0,0.7837,0.44444,0.0,0.41
BATAVA,BASADIHA,29.0,246.0,0.77778,0.5,0.0,0.43
BEDHANI,6,297.0,71.0,0.0,0.0,0.0,0.0
BEDHANI,AJAB,297.0,313.5,0.46429,0.14286,0.00639,0.2
BEDHANI,AJANIYA,297.0,294.0,0.61905,0.14286,1.0,0.59
BEDHANI,AKAUNA,297.0,109.5,0.53968,0.14286,0.0,0.23
BEDHANI,ALAMPUR,297.0,57.0,0.42857,0.0,0.0,0.14
BEDHANI,AURANGABAD,297.0,178.32075,0.49524,0.1,0.0,0.2
BEDHANI,AWAN,297.0,34.0,0.59524,0.28571,0.0,0.29
BEDHANI,BABHANADI,297.0,24.0,0.68995,0.55556,0.0,0.42
BEDHANI,BADAVA,297.0,39.0,0.64286,0.42857,0.0,0.36
BEDHANI,BADWA,297.0,40.0,0.67619,0.42857,0.0,0.37
BEDHANI,BAGAIYA,297.0,69.0,0.61905,0.14286,0.0,0.25
BEDHANI,BAGHOI,297.0,73.0,0.64286,0.42857,0.0,0.36
BEDHANI,BAGHOIKALA,297.0,72.0,0.57381,0.3,0.0,0.29
BEDHANI,BAHUAARA,297.0,128.0,0.49008,0.25,0.0,0.25
BEDHANI,BAHUARA,297.0,210.0,0.61905,0.28571,0.0,0.3
BEDHANI,BAJAR,297.0,280.0,0.5619,0.28571,0.00436,0.28
BEDHANI,BAJITAPUR,297.0,115.0,0.5873,0.22222,0.0,0.27
BEDHANI,BAKAN,297.0,63.0,0.67619,0.42857,0.0,0.37
BEDHANI,BALAKARAMA,297.0,231.0,0.49524,0.2,0.0,0.23
BEDHANI,BALAPOKHAR,297.0,262.5,0.46508,0.2,0.0,0.22
BEDHANI,BANAHI,297.0,44.0,0.6627,0.42857,0.0,0.36
BEDHANI,BARAI,297.0,308.5,0.67619,0.42857,0.1349,0.41
BEDHANI,BARATAPUR,297.0,136.0,0.50265,0.22222,0.0,0.24
BEDHANI,BASADIHA,297.0,246.0,0.64643,0.25,0.0,0.3
BEDHANI,BATAVA,297.0,29.0,0.53968,0.28571,0.0,0.28
BELA,6,158.33333,71.0,0.0,0.0,0.0,0.0
BELA,AJAB,158.33333,313.5,0.5,0.0,0.0,0.17
BELA,AJANIYA,158.33333,294.0,0.46429,0.14286,0.0,0.2
BELA,AKAUNA,158.33333,109.5,0.47222,0.16667,0.0,0.21
BELA,ALAMPUR,158.33333,57.0,0.59524,0.14286,0.0,0.25
BELA,AURANGABAD,158.33333,178.32075,0.45,0.1,0.00034,0.18
BELA,AWAN,158.33333,34.0,0.5,0.0,0.0,0.17
BELA,BABHANADI,158.33333,24.0,0.57407,0.22222,0.0,0.27
BELA,BADAVA,158.33333,39.0,0.61111,0.33333,0.0,0.31
BELA,BADWA,158.33333,40.0,0.63333,0.4,0.0,0.34
BELA,BAGAIYA,158.33333,69.0,0.59524,0.28571,0.0,0.29
BELA,BAGHOI,158.33333,73.0,0.61111,0.16667,0.0,0.26
BELA,BAGHOIKALA,158.33333,72.0,0.56667,0.3,0.0,0.29
BELA,BAHUAARA,158.33333,128.0,0.58333,0.25,0.0,0.28
BELA,BAHUARA,158.33333,210.0,0.59524,0.28571,0.0,0.29
BELA,BAJAR,158.33333,280.0,0.63333,0.4,0.0,0.34
BELA,BAJITAPUR,158.33333,115.0,0.57407,0.22222,0.0,0.27
BELA,BAKAN,158.33333,63.0,0.63333,0.4,0.0,0.34
BELA,BALAKARAMA,158.33333,231.0,0.57222,0.3,0.0,0.29
BELA,BALAPOKHAR,158.33333,262.5,0.57222,0.3,0.0,0.29
BELA,BANAHI,158.33333,44.0,0.61111,0.33333,0.0,0.31
BELA,BARAI,158.33333,308.5,0.63333,0.4,0.0,0.34
BELA,BARATAPUR,158.33333,136.0,0.57407,0.22222,3e-05,0.27
BELA,BASADIHA,158.33333,246.0,0.58333,0.25,0.0,0.28
BELA,BATAVA,158.33333,29.0,0.61111,0.33333,0.0,0.31
BELA,BEDHANI,158.33333,297.0,0.78095,0.42857,0.0,0.4
BELASARA,6,257.5,71.0,0.0,0.0,0.0,0.0
BELASARA,AJAB,257.5,313.5,0.59722,0.25,0.0,0.28
BELASARA,AJANIYA,257.5,294.0,0.60119,0.25,0.0,0.28
BELASARA,AKAUNA,257.5,109.5,0.625,0.25,0.0,0.29
BELASARA,ALAMPUR,257.5,57.0,0.60714,0.25,0.0,0.29
